School Code,School Name,School Type,Address 1,Town,State,TOTAL_Enrollment,Average Salary,Zipcode
2140505,Northbridge High,Public School,427 Linwood Avenue,Whitinsville,MA,584,68961,1588
2140305,Northbridge Middle,Public School,171 Linwood Avenue,Whitinsville,MA,766,68961,1588
2140001,W Edward Balmer,Public School,21 Crescent Street,Whitinsville,MA,527,68961,1588
8530605,Northeast Metro Regional Vocational,Public School,100 Hemlock Rd,Wakefield,MA,1261,82279,1880
8510605,Charles McCann Vocational Technical,Public School,70 Hodges Cross Rd,North Adams,MA,484,78016,1247
2180060,Henri A. Yelle,Public School,64 West Main Street,Norton,MA,373,65933,2766
2180015,J C Solmonese,Public School,315 West Main Street,Norton,MA,401,65933,2766
2180010,L G Nourse Elementary,Public School,38 Plain Street,Norton,MA,368,65933,2766
2180505,Norton High,Public School,66 West Main Street,Norton,MA,763,65933,2766
2180305,Norton Middle,Public School,215 West Main Street,Norton,MA,596,65933,2766
2190005,Grace Farrar Cole,Public School,81 High Street,Norwell,MA,475,76313,2061
2190505,Norwell High,Public School,18 South Street,Norwell,MA,709,76313,2061
2190405,Norwell Middle School,Public School,328 Main Street,Norwell,MA,519,76313,2061
2190020,William G Vinal,Public School,102 Old Oaken Bucket Road,Norwell,MA,489,76313,2061
2200005,Balch,Public School,1170 Washington Street,Norwood,MA,285,73187,2062
2200025,Charles J Prescott,Public School,66 Richland Road,Norwood,MA,246,73187,2062
2200010,Cornelius M Callahan,Public School,116 Garfield Avenue,Norwood,MA,202,73187,2062
2200305,Dr. Philip O. Coakley Middle School,Public School,1315 Washington Street,Norwood,MA,753,73187,2062
2200015,F A Cleveland,Public School,33 George Willett Parkway,Norwood,MA,340,73187,2062
2200075,George F. Willett,Public School,100 Westover Parkway,Norwood,MA,394,73187,2062
2200020,John P Oldham,Public School,165 Prospect Street,Norwood,MA,234,73187,2062
2200505,Norwood High,Public School,245 Nichols Street,Norwood,MA,957,73187,2062
2210005,Oak Bluffs Elementary,Public School,PO Box 1325,Oak Bluffs,MA,437,86824,2557
8550605,Old Colony Regional Vocational Technical,Public School,476 North Avenue,Rochester,MA,546,73771,2770
7400505,Old Rochester Regional High,Public School,135 Marion Rd,Mattapoisett,MA,748,79836,2739
7400405,Old Rochester Regional Jr High,Public School,133 Marion Rd,Mattapoisett,MA,491,79836,2739
2230010,Dexter Park,Public School,3 Dexter St,Orange,MA,332,61325,1364
2230015,Fisher Hill,Public School,59 Dexter Street,Orange,MA,297,61325,1364
2240005,Orleans Elementary,Public School,46 Eldredge Pkwy,Orleans,MA,215,73527,2653
2260010,Alfred M Chaffee,Public School,9 Clover Street,Oxford,MA,334,65892,1540
2260005,Clara Barton,Public School,25 Depot Road,Oxford,MA,417,65892,1540
2260505,Oxford High,Public School,100 Carbuncle Drive,Oxford,MA,538,65892,1540
2260405,Oxford Middle,Public School,497 Main Street,Oxford,MA,424,65892,1540
2260305,Project C.O.F.F.E.E.,Public School,12 Carbuncle Drive,Oxford,MA,25,65892,1540
2270305,Converse Middle,Public School,24 Converse Street,Palmer,MA,248,67521,1069
2270008,Old Mill Pond,Public School,4107 Main Street,Palmer,MA,693,67521,1069
2270505,Palmer High,Public School,4105 Main Street,Palmer,MA,486,67521,1069
8600605,Pathfinder Vocational Technical,Public School,240 Sykes Street,Palmer,MA,618,68920,1069
2290005,Captain Samuel Brown,Public School,150 Lynn Street,Peabody,MA,369,75438,1960
2290015,Center,Public School,18 Irving Street,Peabody,MA,386,75438,1960
2290305,J Henry Higgins Middle,Public School,85 Perkins Street,Peabody,MA,1339,75438,1960
2290007,John E Burke,Public School,127 Birch Street,Peabody,MA,275,75438,1960
2290016,John E. McCarthy,Public School,76 Lake Street,Peabody,MA,353,75438,1960
2290510,Peabody Veterans Memorial High,Public School,485 Lowell Street,Peabody,MA,1540,75438,1960
2290035,South Memorial,Public School,16 Maple St Ext,Peabody,MA,465,75438,1960
2290010,Thomas Carroll,Public School,60 Northend Street,Peabody,MA,619,75438,1960
2290045,West Memorial,Public School,15 Bow Street,Peabody,MA,238,75438,1960
2290027,William A Welch Sr,Public School,50 Swampscott Avenue,Peabody,MA,372,75438,1960
2300005,Pelham Elementary,Public School,45 Amherst Rd,Pelham,MA,132,70952,1002
2310003,Bryantville Elementary,Public School,29 Gurney Dr,Pembroke,MA,514,75527,2359
2310010,Hobomock Elementary,Public School,81 Learning Lane,Pembroke,MA,435,75527,2359
2310015,North Pembroke Elementary,Public School,72 Pilgrim Road,Pembroke,MA,576,75527,2359
2310305,Pembroke Community Middle School,Public School,559 School Street,Pembroke,MA,504,75527,2359
2310505,Pembroke High School,Public School,80 Learning Lane,Pembroke,MA,973,75527,2359
7450020,Dr Frederick N Sweetsir,Public School,104 Church Street,Merrimac,MA,206,71532,1860
7450015,Dr John C Page School,Public School,694 Main Street,West Newbury,MA,348,71532,1985
7450005,Elmer S Bagnall,Public School,253 School Street,Groveland,MA,506,71532,1834
7450010,Helen R Donaghue School,Public School,24 Union Street Ext.,Merrimac,MA,243,71532,1860
7450405,Pentucket Regional Middle,Public School,20 Main Street,West Newbury,MA,461,71532,1985
7450505,Pentucket Regional Sr High,Public School,24 Main Street,West Newbury,MA,734,71532,1985
2340005,Petersham Center,Public School,31 Spring Street,Petersham,MA,124,66998,1366
4930505,Phoenix Charter Academy,Charter School,175 Hawthorne Street,Chelsea,MA,170,,2150
4940205,Pioneer Charter School of Science,Charter School,51-59 Summer Street,Everett,MA,543,,2149
7500006,Bernardston Elementary,Public School,37 School Road,Bernardston,MA,176,53763,1337
7500008,Northfield Elementary,Public School,104 Main Street,Northfield,MA,186,53763,1360
7500007,Pearl E Rhodes Elementary,Public School,7 Brattleboro Rd,Leyden,MA,39,53763,1301
7500505,Pioneer Valley Regional,Public School,97 F Sumner Turner Rd,Northfield,MA,409,53763,1360
7500009,Warwick Community School,Public School,41 Winchester Road,Warwick,MA,57,53763,1378
4970205,Pioneer Valley Chinese Immersion Charter School,Charter School,317 Russell Street,Hadley,MA,471,,1035
4790505,Pioneer Valley Performing Arts Charter Public School,Charter School,15 Mulligan Drive,South Hadley,MA,398,,1075
2360010,Allendale,Public School,180 Connecticut Avenue,Pittsfield,MA,282,64515,1201
2360065,Crosby,Public School,517 West Street,Pittsfield,MA,439,64515,1201
2360035,Egremont,Public School,84 Egremont Avenue,Pittsfield,MA,469,64515,1201
2360305,John T Reid Middle,Public School,950 North Street,Pittsfield,MA,555,64515,1201
2360055,Morningside Community School,Public School,100 Burbank Street,Pittsfield,MA,417,64515,1201
2360505,Pittsfield High,Public School,300 East Street,Pittsfield,MA,861,64515,1201
2360045,Robert T. Capeless Elementary School,Public School,86 Brooks Avenue,Pittsfield,MA,209,64515,1867
2360105,Silvio O Conte Community,Public School,200 West Union Street,Pittsfield,MA,362,64515,1201
2360090,Stearns,Public School,75 Lebanon Avenue,Pittsfield,MA,235,64515,1201
2360510,Taconic High,Public School,96 Valentine Road,Pittsfield,MA,706,64515,1201
2360310,Theodore Herberg Middle,Public School,501 Pomeroy Avenue,Pittsfield,MA,629,64515,1201
2360100,Williams,Public School,50 Bushey Road,Pittsfield,MA,323,64515,1201
2380010,Anna Ware Jackson,Public School,68 Messenger Street,Plainville,MA,408,69227,2762
2380005,Beatrice H Wood Elementary,Public School,72 Messenger Street,Plainville,MA,306,69227,2762
2390005,Cold Spring,Public School,25 Alden Street,Plymouth,MA,248,66619,2360
2390011,Federal Furnace School,Public School,860 Federal Furnace Road,Plymouth,MA,412,66619,2360
2390010,Hedge,Public School,258 Standish Avenue,Plymouth,MA,210,66619,2360
2390012,Indian Brook,Public School,1181 State Rd,Plymouth,MA,566,66619,2360
2390015,Manomet Elementary,Public School,70 Manomet Point Rd,Plymouth,MA,304,66619,2360
2390030,Nathaniel Morton Elementary,Public School,6 Lincoln Street,Plymouth,MA,591,66619,2360
2390405,Plymouth Commun Intermediate,Public School,117 Long Pond Road,Plymouth,MA,997,66619,2360
2390003,Plymouth Early Childhood Center,Public School,117 Long Pond Road,Plymouth,MA,116,66619,2360
2390505,Plymouth North High,Public School,41 Obery Street,Plymouth,MA,1307,66619,2360
2390515,Plymouth South High,Public School,490 Long Pond Road,Plymouth,MA,1026,66619,2360
2390305,Plymouth South Middle,Public School,488 Long Pond Road,Plymouth,MA,837,66619,2360
2390046,South Elementary,Public School,178 Bourne Rd,Plymouth,MA,549,66619,2360
2390047,West Elementary,Public School,170 Plympton Rd,Plymouth,MA,389,66619,2360
2400010,Dennett Elementary,Public School,80 Crescent Street,Plympton,MA,209,71657,2367
4870550,Prospect Hill Academy Charter School,Charter School,50 Essex Street,Cambridge,MA,1135,,2139
2420020,Provincetown Schools,Public School,12 Winslow Street,Provincetown,MA,129,79680,2657
7530005,Hardwick Elementary,Public School,76 School House Dr.,Gilbertville,MA,194,72643,1031
7530010,Hubbardston Center,Public School,8 Elm Street,Hubbardston,MA,316,72643,1452
7530515,IB School of Quabbin,Public School,800 South Street,Barre,MA,13,72643,1005
7530020,New Braintree Grade,Public School,15 Memorial Drive,New Braintree,MA,108,72643,1531
7530025,Oakham Center,Public School,1 Deacon Allen Drive,Oakham,MA,149,72643,1068
7530505,Quabbin Regional High School,Public School,800 South Street,Barre,MA,676,72643,1005
7530405,Quabbin Regional Middle School,Public School,800 South Street,Barre,MA,424,72643,1005
7530030,Ruggles Lane,Public School,105 Ruggles Lane,Barre,MA,368,72643,1005
7780505,Quaboag Regional High,Public School,284 Old West Brookfield Road,Warren,MA,365,68731,1083
7780305,Quaboag Regional Middle Innovation School,Public School,284 Old West Brookfield Road,Warren,MA,237,68731,1083
7780005,Warren Elementary,Public School,51 Schoolhouse Drive,West Warren,MA,472,68731,1092
7780010,West Brookfield Elementary,Public School,89 North Main Street,West Brookfield,MA,326,68731,1585
2430005,Amelio Della Chiesa Early Childhood Center,Public School,100 Brooks Avenue,Quincy,MA,170,76182,2169
2430040,Atherton Hough,Public School,1084 Sea Street,Quincy,MA,268,76182,2169
2430305,Atlantic Middle,Public School,86 Hollis Avenue,Quincy,MA,470,76182,2171
2430020,Beechwood Knoll Elementary,Public School,225 Fenno Street,Quincy,MA,350,76182,2170
2430310,Broad Meadows Middle,Public School,50 Calvin Rd,Quincy,MA,375,76182,2169
2430315,Central Middle,Public School,875 Hancock Street,Quincy,MA,639,76182,2170
2430025,Charles A Bernazzani Elementary,Public School,701 Furnace Brook,Quincy,MA,342,76182,2169
2430055,Clifford H Marshall Elementary,Public School,200 Moody St Ext,Quincy,MA,575,76182,2169
2430075,Francis W Parker,Public School,148 Billings Rd,Quincy,MA,323,76182,2171
2430035,Lincoln-Hancock Community School,Public School,300 Granite Street,Quincy,MA,508,76182,2169
2430060,Merrymount,Public School,4 Agawam Rd,Quincy,MA,350,76182,2169
2430065,Montclair,Public School,8 Belmont Street,Quincy,MA,429,76182,2171
2430510,North Quincy High,Public School,316 Hancock Street,Quincy,MA,1168,76182,2171
2430325,Point Webster Middle,Public School,60 Lancaster Street,Quincy,MA,335,76182,2169
2430505,Quincy High,Public School,100 Coddington Street,Quincy,MA,1503,76182,2169
2430320,Reay E Sterling Middle,Public School,444 Granite Street,Quincy,MA,340,76182,2169
2430090,Snug Harbor Community School,Public School,333 Palmer Street,Quincy,MA,428,76182,2169
2430095,Squantum,Public School,50 Huckins Avenue,Quincy,MA,338,76182,2171
2430110,Wollaston School,Public School,205 Beale Street,Quincy,MA,338,76182,2170
7550515,Pathways Early College Innovation School,Public School,444 Green Street,Gardner,MA,38,61118,1440
7550505,Ralph C Mahar Regional,Public School,PO Box 680,Orange,MA,635,61118,1364
7550525,The Gateway to College,Public School,444 Green Street,Gardner,MA,79,61118,1440
2440020,Elizabeth G Lyons Elementary,Public School,60 Vesey Rd,Randolph,MA,296,66818,2368
2440018,J F Kennedy Elementary,Public School,20 Hurley Dr,Randolph,MA,484,66818,2368
2440015,Margaret L Donovan,Public School,123 Reed Street,Randolph,MA,434,66818,2368
2440040,Martin E Young Elementary,Public School,30 Lou Courtney Dr,Randolph,MA,320,66818,2368
2440410,Randolph Community Middle,Public School,225 High Street,Randolph,MA,610,66818,2368
2440505,Randolph High,Public School,70 Memorial Pkwy,Randolph,MA,679,66818,2368
2460002,Alice M Barrows,Public School,16 Edgemont Avenue,Reading,MA,384,70262,1867
2460305,Arthur W Coolidge Middle,Public School,89 Birch Meadow Dr,Reading,MA,466,70262,1867
2460005,Birch Meadow,Public School,27 A B Lord Dr,Reading,MA,383,70262,1867
2460017,J Warren Killam,Public School,333 Charles Street,Reading,MA,423,70262,1867
2460010,Joshua Eaton,Public School,365 Summer Avenue,Reading,MA,425,70262,1867
2460001,RISE PreSchool,Public School,62 Oakland Road,Reading,MA,91,70262,1867
2460505,Reading Memorial High,Public School,62 Oakland Road,Reading,MA,1265,70262,1867
2460310,Walter S Parker Middle,Public School,45 Temple Street,Reading,MA,572,70262,1867
2460020,Wood End Elementary School,Public School,85 Sunset Rock Lane,Reading,MA,315,70262,1867
2480003,A. C. Whelan Elementary School,Public School,107 Newhall Street,Revere,MA,730,78788,2151
2480025,Abraham Lincoln,Public School,68 Tuckerman Street,Revere,MA,669,78788,2151
2480013,Beachmont Veterans Memorial School,Public School,15 Everard Street,Revere,MA,370,78788,2151
2480056,Garfield Elementary School,Public School,176 Garfield Avenue,Revere,MA,843,78788,2151
2480057,Garfield Middle School,Public School,176 Garfield Avenue,Revere,MA,541,78788,2151
2480050,Paul Revere,Public School,395 Revere Street,Revere,MA,494,78788,2151
2480505,Revere High,Public School,101 School Street,Revere,MA,1837,78788,2151
2480014,Rumney Marsh Academy,Public School,140 American Legion Highway,Revere,MA,593,78788,2151
2480520,Seacoast School,Public School,15 Everard Street,Revere,MA,121,78788,2151
2480035,Staff Sargent James J. Hill Elementary School,Public School,51 Park Avenue,Revere,MA,696,78788,2151
2480305,Susan B. Anthony Middle School,Public School,107 Newhall Street,Revere,MA,557,78788,2151
2490005,Richmond Consolidated,Public School,1831 State Rd,Richmond,MA,173,93754,1254
4830305,Rising Tide Charter Public School,Charter School,6 Resnik Road,Plymouth,MA,665,,2360
4820050,River Valley Charter School,Charter School,2 Perry Way,Newburyport,MA,288,,1950
2500005,Rochester Memorial,Public School,16 Pine Street,Rochester,MA,466,88493,2770
2510060,Jefferson Elementary School,Public School,93 George Street,Rockland,MA,332,71109,2370
2510305,John W Rogers Middle,Public School,100 Taunton Avenue,Rockland,MA,680,71109,2370
2510020,Memorial Park,Public School,1 Col Brian Duffy Way,Rockland,MA,275,71109,2370
2510025,R Stewart Esten,Public School,733 Summer Street,Rockland,MA,304,71109,2370
2510505,Rockland Senior High,Public School,52 MacKinlay Way,Rockland,MA,703,71109,2370
2520005,Rockport Elementary,Public School,34 Jerdens Lane,Rockport,MA,407,74556,1966
2520510,Rockport High,Public School,24 Jerdens Lane,Rockport,MA,294,74556,1966
2520305,Rockport Middle,Public School,26 Jerdens Lane,Rockport,MA,227,74556,1966
2530005,Rowe Elementary,Public School,86 Pond Road,Rowe,MA,59,64551,1367
4840505,Roxbury Preparatory Charter School,Charter School,120 Fisher Avenue,Roxbury,MA,1306,,2120
4410505,Sabis International Charter School,Charter School,160 Joan Street,Springfield,MA,1576,,1129
2580003,Bates,Public School,53 Liberty Hill Avenue,Salem,MA,327,73185,1970
2580015,Carlton,Public School,10 Skerry Street,Salem,MA,239,73185,1970
2580305,Collins Middle,Public School,29 Highland Avenue,Salem,MA,545,73185,1970
2580030,Horace Mann Laboratory,Public School,33 Loring Ave,Salem,MA,287,73185,1970
2580025,Nathaniel Bowditch,Public School,79 Willson Street,Salem,MA,444,73185,1970
2580510,New Liberty Innovation School,Public School,2 East India Square,Salem,MA,41,73185,1970
2580001,Salem Early Childhood,Public School,25 Memorial Drive,Salem,MA,92,73185,1970
2580505,Salem High,Public School,77 Willson Street,Salem,MA,933,73185,1970
2580515,Salem Prep High School,Public School,28 St. Peter Street,Salem,MA,13,73185,1970
2580050,Saltonstall School,Public School,211 Lafayette Street,Salem,MA,372,73185,1970
2580070,Witchcraft Heights,Public School,1 Frederick Street,Salem,MA,479,73185,1970
4850485,Salem Academy Charter School,Charter School,45 Congress St.,Salem,MA,442,,1970
2610002,Forestdale School,Public School,151 Route 130,Sandwich,MA,644,91022,2644
2610025,Oak Ridge,Public School,260 Quaker Mtg Hs Rd,East Sandwich,MA,903,91022,2537
2610505,Sandwich High,Public School,365 Quaker Meetinghouse Rd,East Sandwich,MA,709,91022,2537
2610305,Sandwich STEM Academy,Public School,365 Quaker Meetinghouse Road,Sandwich,MA,470,91022,2537
2620001,Ballard School,Public School,22 Richard Street,Saugus,MA,110,69552,1960
2620305,Belmonte Saugus Middle,Public School,25 Dow Street,Saugus,MA,652,69552,1906
2620067,Douglas Waybright,Public School,25 Talbot Street,Saugus,MA,206,69552,1906
2620040,Lynnhurst,Public School,443 Walnut St/Elm Street,Saugus,MA,235,69552,1906
2620050,Oaklandvale,Public School,266 Main Street,Saugus,MA,214,69552,1906
2620505,Saugus High,Public School,1 Pearce Memorial Drive,Saugus,MA,678,69552,1906
2620065,Veterans Memorial,Public School,39 Hurd Avenue,Saugus,MA,508,69552,1906
2630010,Emma L Miller Elementary School,Public School,26 Chapel Rd,Savoy,MA,49,52156,1256
2640007,Cushing Elementary,Public School,1 Aberdeen Dr,Scituate,MA,363,78313,2066
2640305,Gates Intermediate School,Public School,327 First Parish Rd,Scituate,MA,521,78313,2066
2640010,Hatherly Elementary,Public School,72 Ann Vinal Rd,Scituate,MA,313,78313,2066
2640015,Jenkins Elementary School,Public School,54 Vinal Avenue,Scituate,MA,463,78313,2066
2640505,Scituate High School,Public School,606 C J Cushing Hwy,Scituate,MA,914,78313,2066
2640020,Wampatuck Elementary,Public School,266 Tilden Rd,Scituate,MA,427,78313,2066
2650405,Dr. Kevin M. Hurley Middle School,Public School,650 Newman Avenue,Seekonk,MA,519,75935,2771
2650007,George R Martin,Public School,445 Cole Street,Seekonk,MA,437,75935,2771
2650015,Mildred Aitken School,Public School,165 Newman Avenue,Seekonk,MA,415,75935,2771
2650505,Seekonk High,Public School,261 Arcade Avenue,Seekonk,MA,583,75935,2771
4860105,Seven Hills Charter School,Charter School,51 Gage Street,Worcester,MA,667,,1605
2660005,Cottage Street,Public School,30 Cottage Street,Sharon,MA,525,78087,2067
2660010,East Elementary,Public School,45 Wilshire Drive,Sharon,MA,457,78087,2067
2660015,Heights Elementary,Public School,454 South Main Street,Sharon,MA,529,78087,2067
2660505,Sharon High,Public School,181 Pond Street,Sharon,MA,1058,78087,2067
2660305,Sharon Middle,Public School,75 Mountain Street,Sharon,MA,899,78087,2067
8710605,Shawsheen Valley Vocational Technical High School,Public School,100 Cook Street,Billerica,MA,1336,82948,1821
2690010,Pine Hill,Public School,1 Pine Hill Ln,Sherborn,MA,429,100565,1770
2710005,Beal School,Public School,1 Maple Avenue,Shrewsbury,MA,318,75488,1545
2710015,Calvin Coolidge,Public School,1 Florence Street,Shrewsbury,MA,409,75488,1545
2710020,Floral Street School,Public School,57 Floral Street,Shrewsbury,MA,722,75488,1545
2710030,Oak Middle School,Public School,45 Oak Street,Shrewsbury,MA,1003,75488,1545
2710040,Parker Road Preschool,Public School,15 Parker Road,Shrewsbury,MA,232,75488,1545
2710305,Sherwood Middle School,Public School,28 Sherwood Avenue,Shrewsbury,MA,977,75488,1545
2710505,Shrewsbury Sr High,Public School,64 Holden Street,Shrewsbury,MA,1792,75488,1545
2710035,Spring Street,Public School,123 Spring Street,Shrewsbury,MA,372,75488,1545
2710025,Walter J Paton,Public School,58 Grafton Street,Shrewsbury,MA,366,75488,1545
2720005,Shutesbury Elementary,Public School,23 West Pelham Rd,Shutesbury,MA,121,58041,1072
4770010,Silver Hill Horace Mann Charter School,Charter School,675 Washington Street,Haverhill,MA,567,,1832
7600505,Silver Lake Regional High,Public School,260 Pembroke Street,Kingston,MA,1279,79060,2364
7600405,Silver Lake Regional Middle School,Public School,256 Pembroke Street,Kingston,MA,569,79060,2364
4740505,A North Central Charter Essential (District),Charter School,500 Rindge Road,Fitchburg,MA,370,,1420
2730005,Chace Street,Public School,538 Chace Street,Somerset,MA,404,70133,2726
2730008,North Elementary,Public School,580 Whetstone Hill Road,Somerset,MA,506,70133,2726
2730305,Somerset Middle School,Public School,1141 Brayton Avenue,Somerset,MA,616,70133,2726
2730015,South,Public School,700 Read Street,Somerset,MA,266,70133,2726
7630505,Somerset Berkley Regional High School,Public School,625 County Street,Somerset,MA,1006,62858,2726
2740087,Albert F. Argenziano School at Lincoln Park,Public School,290 Washington Street,Somerville,MA,564,71541,2143
2740075,Arthur D Healey,Public School,5 Meacham Street,Somerville,MA,428,71541,2145
2740015,Benjamin G Brown,Public School,201 Willow Avenue,Somerville,MA,236,71541,2144
2740005,Capuano Early Childhood Center,Public School,150 Glen Street,Somerville,MA,332,71541,2145
2740111,E Somerville Community,Public School,50 Cross Street,Somerville,MA,725,71541,2145
2740510,Full Circle High School,Public School,8 Bonair Street,Somerville,MA,61,71541,2145
2740083,John F Kennedy,Public School,5 Cherry Street,Somerville,MA,471,71541,2144
2740410,Next Wave Junior High,Public School,8 Bonair Street,Somerville,MA,16,71541,2143
2740505,Somerville High,Public School,81 Highland Avenue,Somerville,MA,1259,71541,2143
2740115,West Somerville Neighborhood,Public School,177 Powderhouse Blvd,Somerville,MA,377,71541,2144
2740120,Winter Hill Community,Public School,115 Sycamore Street,Somerville,MA,462,71541,2145
2780305,Michael E. Smith Middle School,Public School,100 Mosier Street,South Hadley,MA,552,69927,1075
2780020,Mosier,Public School,101 Mosier Street,South Hadley,MA,428,69927,1075
2780015,Plains Elementary,Public School,267 Granby Rd,South Hadley,MA,344,69927,1075
2780505,South Hadley High,Public School,153 Newton Street,South Hadley,MA,545,69927,1075
8290605,Joseph P Keefe Technical High School,Public School,750 Winter Street,Framingham,MA,717,75650,1702
4880550,South Shore Charter Public School,Charter School,100 Longwater Circle,Norwell,MA,758,,2061
8730605,So Shore Vocational Technical High,Public School,476 Webster Street,Hanover,MA,636,85595,2339
2750005,William E Norris,Public School,34 Pomeroy Meadow Rd,Southampton,MA,520,70916,1073
2760050,Albert S. Woodward Memorial School,Public School,28 Cordaville Road,Southborough,MA,245,80230,1772
2760020,Margaret A Neary,Public School,53 Parkerville Road,Southborough,MA,298,80230,1772
2760008,Mary E Finn School,Public School,60 Richards Road,Southborough,MA,293,80230,1772
2760305,P Brent Trottier,Public School,49 Parkerville Rd,Southborough,MA,459,80230,1772
2770005,Charlton Street,Public School,220 Charlton Street,Southbridge,MA,421,68572,1550
2770010,Eastford Road,Public School,120 Eastford Road,Southbridge,MA,252,68572,1550
2770515,Southbridge High School,Public School,132 Torrey Road,Southbridge,MA,509,68572,1550
2770315,Southbridge Middle School,Public School,132 Torrey Road,Southbridge,MA,509,68572,1550
2770020,West Street,Public School,156 West Street,Southbridge,MA,431,68572,1550
8720605,Southeastern Regional Vocational Technical,Public School,250 Foundry Street,South Easton,MA,1416,81685,2375
7650015,Monterey,Public School,PO Box 326,Sheffield,MA,0,70660,1257
7650505,Mt Everett Regional,Public School,P O Box 219,Sheffield,MA,292,70660,1257
7650018,New Marlborough Central,Public School,PO Box 326,Sheffield,MA,90,70660,1257
7650030,South Egremont,Public School,PO Box 326,Sheffield,MA,13,70660,1257
7650035,Undermountain,Public School,PO Box 326,Sheffield,MA,330,70660,1257
8760605,Bay Path Regional Vocational Technical High School,Public School,57 Old Muggett Hill Road,Charlton,MA,1114,72553,1507
7660215,Granville Village School,Public School,409 Main Road,Granville,MA,82,62747,1034
7660315,Powder Mill School,Public School,94 Powder Mill Rd,Southwick,MA,392,62747,1077
7660505,Southwick Regional School,Public School,93 Feeding Hills Rd,Southwick,MA,737,62747,1077
7660010,Woodland School,Public School,80 Powder Mill Rd,Southwick,MA,338,62747,1077
7670505,David Prouty High,Public School,302 Main Street,Spencer,MA,338,62539,1562
7670008,East Brookfield Elementary,Public School,410 East Main Street,East Brookfield,MA,212,62539,1515
7670415,Knox Trail Middle School,Public School,73 Ash Street,Spencer,MA,414,62539,1562
7670040,Wire Village School,Public School,60 Paxton Road,Spencer,MA,430,62539,1562
2810095,Alfred G. Zanetti Montessori Magnet School,Public School,474 Armory St,Springfield,MA,411,65293,1104
2810175,Alice B Beal Elementary,Public School,285 Tiffany Street,Springfield,MA,276,65293,1108
2810165,Arthur T Talmadge,Public School,1395 Allen Street,Springfield,MA,270,65293,1118
2810360,Balliet Middle School,Public School,111 Seymour Avenue,Springfield,MA,46,65293,1109
2810025,Brightwood,Public School,471 Plainfield Street,Springfield,MA,323,65293,1107
2810365,Chestnut Accelerated Middle School (North),Public School,355 Plainfield Street,Springfield,MA,298,65293,1107
2810366,Chestnut Accelerated Middle School (South),Public School,355 Plainfield Street,Springfield,MA,317,65293,1107
2810367,Chestnut Accelerated Middle School (Talented and Gifted),Public School,355 Plainfield Street,Springfield,MA,285,65293,1107
2810475,Conservatory of the Arts,Public School,34 Kopernik Street,Springfield,MA,337,65293,1151
2810035,Daniel B Brunton,Public School,1801 Parker Street,Springfield,MA,477,65293,1128
2810001,Early Childhood Education Center,Public School,15 Catherine Street,Springfield,MA,144,65293,1109
2810010,Edward P. Boland School,Public School,426 Armory Street,Springfield,MA,788,65293,1104
2810030,Elias Brookings,Public School,433 Walnut Street,Springfield,MA,379,65293,1105
2810325,Forest Park Middle,Public School,46 Oakland Street,Springfield,MA,714,65293,1108
2810075,Frank H Freedman,Public School,90 Cherokee Dr,Springfield,MA,315,65293,1109
2810080,Frederick Harris,Public School,58 Hartford Ter,Springfield,MA,594,65293,1118
2810575,Gateway to College at Holyoke Community College,Public School,303 Homestead Avenue,Holyoke,MA,27,65293,1040
2810580,Gateway to College at Springfield Technical Community College,Public School,1 Armory Square,Springfield,MA,48,65293,1102
2810195,German Gerena Community School,Public School,200 Birnie Avenue,Springfield,MA,731,65293,1107
2810065,Glenwood,Public School,50 Morrison Terrace,Springfield,MA,301,65293,1104
2810068,Glickman Elementary,Public School,120 Ashland Avenue,Springfield,MA,359,65293,1119
2810510,High School Of Commerce,Public School,415 State Street,Springfield,MA,1250,65293,1105
2810050,Hiram L Dorman,Public School,20 Lydia Street,Springfield,MA,323,65293,1109
2810085,Homer Street,Public School,43 Homer Street,Springfield,MA,436,65293,1109
2810100,Indian Orchard Elementary,Public School,95 Milton Street,Indian Orchard,MA,666,65293,1151
2810328,John F Kennedy Middle,Public School,1385 Berkshire Avenue,Springfield,MA,435,65293,1151
2810320,John J Duggan Middle,Public School,1015 Wilbraham Rd,Springfield,MA,672,65293,1109
2810110,Kensington International School,Public School,31 Kensington Avenue,Springfield,MA,306,65293,1108
2810115,Liberty,Public School,962 Carew Street,Springfield,MA,288,65293,1104
2810560,Liberty Preparatory Academy,Public School,"Alderman Bldg, 37 Alderman Street",Springfield,MA,13,65293,1108
2810120,Lincoln,Public School,732 Chestnut Street,Springfield,MA,404,65293,1107
2810330,M Marcus Kiley Middle,Public School,180 Cooley Street,Springfield,MA,643,65293,1128
2810060,Margaret C Ells,Public School,319 Cortland Street,Springfield,MA,219,65293,1109
2810125,Mary A. Dryden Veterans Memorial School,Public School,190 Surrey Rd,Springfield,MA,332,65293,1118
2810140,Mary M Lynch,Public School,315 No Branch Pkwy,Springfield,MA,266,65293,1119
2810155,Mary M Walsh,Public School,50 Empress Ct,Springfield,MA,308,65293,1129
2810145,Mary O Pottenger,Public School,1435 Carew Street,Springfield,MA,446,65293,1104
2810023,Milton Bradley School,Public School,22 Mulberry Street,Springfield,MA,576,65293,1105
2810055,Rebecca M Johnson,Public School,55 Catherine Street,Springfield,MA,775,65293,1109
2810620,Roger L. Putnam Vocational Technical Academy,Public School,1300 State Street,Springfield,MA,1442,65293,1109
